"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"23.11.1999","1.466,43","1.464,93","1.471,91","1.461,38","239,60M","0,13%"
"22.11.1999","1.464,59","1.468,22","1.468,94","1.457,61","300,09M","-0,26%"
"19.11.1999","1.468,47","1.485,05","1.489,90","1.466,35","337,52M","-0,94%"
"18.11.1999","1.482,45","1.466,49","1.498,08","1.454,47","540,99M","1,34%"
"17.11.1999","1.462,79","1.429,71","1.462,85","1.427,36","326,85M","2,20%"
"16.11.1999","1.431,32","1.463,34","1.469,60","1.428,75","429,61M","-1,39%"
"15.11.1999","1.451,54","1.451,55","1.454,09","1.436,68","275,08M","0,08%"
"12.11.1999","1.450,33","1.446,26","1.452,93","1.444,13","214,36M","0,45%"
"11.11.1999","1.443,90","1.449,62","1.459,45","1.440,98","269,00M","-0,43%"
"10.11.1999","1.450,15","1.463,69","1.463,73","1.436,74","461,60M","-0,95%"
"09.11.1999","1.464,03","1.474,00","1.479,83","1.461,48","225,09M","-0,50%"
"08.11.1999","1.471,38","1.464,49","1.477,13","1.458,65","228,65M","0,42%"
"05.11.1999","1.465,23","1.464,60","1.478,83","1.460,67","247,14M","0,03%"
"04.11.1999","1.464,83","1.474,13","1.474,13","1.457,14","264,96M","-0,74%"
"03.11.1999","1.475,68","1.488,37","1.492,31","1.472,73","235,80M","-0,79%"
"02.11.1999","1.487,47","1.491,76","1.499,87","1.481,57","243,15M","-0,38%"
"01.11.1999","1.493,10","1.501,73","1.506,99","1.488,23","267,61M","-0,76%"
"29.10.1999","1.504,56","1.515,18","1.520,47","1.494,71","373,06M","-0,66%"
"28.10.1999","1.514,53","1.541,29","1.542,05","1.507,79","460,40M","-1,45%"
"27.10.1999","1.536,82","1.509,64","1.537,30","1.504,99","608,25M","3,65%"
"26.10.1999","1.482,67","1.467,52","1.496,45","1.467,51","269,06M","0,98%"
"25.10.1999","1.468,27","1.499,14","1.499,38","1.465,14","254,99M","-1,95%"
"22.10.1999","1.497,46","1.457,63","1.512,93","1.457,50","409,48M","2,67%"
"21.10.1999","1.458,53","1.486,92","1.488,01","1.452,71","291,82M","-1,84%"
"20.10.1999","1.485,83","1.469,28","1.490,76","1.463,43","246,59M","1,02%"
"19.10.1999","1.470,90","1.493,47","1.493,49","1.468,10","273,07M","-2,05%"
"18.10.1999","1.501,66","1.547,27","1.549,37","1.499,46","298,43M","-2,73%"
"15.10.1999","1.543,80","1.515,91","1.550,71","1.515,91","348,06M","2,32%"
"14.10.1999","1.508,73","1.504,50","1.535,24","1.494,94","238,41M","0,09%"
"13.10.1999","1.507,42","1.540,60","1.544,45","1.504,39","208,79M","-1,98%"
"12.10.1999","1.537,80","1.526,45","1.538,28","1.526,45","177,36M","1,01%"
"11.10.1999","1.522,48","1.529,22","1.538,34","1.516,62","233,12M","-0,78%"
"08.10.1999","1.534,52","1.568,24","1.568,38","1.531,80","224,31M","-2,30%"
"30.09.1999","1.570,70","1.588,99","1.595,01","1.567,72","331,65M","-0,90%"
"29.09.1999","1.584,95","1.593,72","1.608,60","1.581,00","317,23M","-0,41%"
"28.09.1999","1.591,43","1.602,79","1.606,02","1.586,55","298,70M","-0,67%"
"27.09.1999","1.602,16","1.624,46","1.629,19","1.598,70","312,80M","-1,06%"
"24.09.1999","1.619,33","1.609,83","1.631,40","1.609,83","292,67M","0,94%"
"23.09.1999","1.604,20","1.618,77","1.622,67","1.597,12","351,65M","-0,80%"
"22.09.1999","1.617,06","1.625,16","1.632,41","1.613,58","289,19M","-0,52%"
"21.09.1999","1.625,59","1.630,02","1.630,27","1.617,81","319,08M","-0,50%"
"20.09.1999","1.633,84","1.649,12","1.651,54","1.628,89","398,65M","-0,89%"
"17.09.1999","1.648,56","1.644,80","1.662,16","1.636,48","506,82M","0,19%"
"16.09.1999","1.645,51","1.662,46","1.664,96","1.643,98","561,54M","-1,04%"
"15.09.1999","1.662,80","1.675,19","1.679,13","1.657,79","689,07M","-0,60%"
"14.09.1999","1.672,89","1.675,71","1.681,85","1.668,13","805,64M","0,16%"
"13.09.1999","1.670,14","1.664,51","1.671,64","1.656,17","885,25M","0,62%"
"10.09.1999","1.659,93","1.690,03","1.695,64","1.656,72","1,42B","-0,91%"
"09.09.1999","1.675,12","1.590,71","1.675,26","1.590,70","1,19B","6,59%"
"08.09.1999","1.571,60","1.563,62","1.581,93","1.563,61","306,70M","0,56%"
"07.09.1999","1.562,79","1.558,86","1.574,65","1.556,74","329,70M","0,14%"
"06.09.1999","1.560,68","1.577,51","1.577,56","1.556,83","349,97M","-1,71%"
"03.09.1999","1.587,89","1.613,30","1.614,41","1.583,45","444,79M","-1,49%"
"02.09.1999","1.611,96","1.591,58","1.614,11","1.572,42","546,37M","0,78%"
"01.09.1999","1.599,55","1.627,82","1.629,08","1.595,96","514,37M","-1,69%"
"31.08.1999","1.627,12","1.622,88","1.630,01","1.609,80","521,28M","0,50%"
"30.08.1999","1.619,04","1.635,55","1.637,31","1.614,45","715,74M","-0,91%"
"27.08.1999","1.633,90","1.642,06","1.644,47","1.627,26","649,54M","-0,26%"
"26.08.1999","1.638,23","1.622,17","1.638,23","1.615,86","630,43M","0,77%"
"25.08.1999","1.625,77","1.649,61","1.651,09","1.618,54","724,70M","-1,38%"
"24.08.1999","1.648,47","1.650,54","1.655,14","1.638,96","888,16M","0,21%"
"23.08.1999","1.645,00","1.631,43","1.645,00","1.626,95","884,31M","0,99%"
"20.08.1999","1.628,93","1.645,54","1.651,17","1.627,04","924,66M","-0,54%"
"19.08.1999","1.637,74","1.587,90","1.645,84","1.587,87","1,14B","3,53%"
"18.08.1999","1.581,93","1.578,26","1.582,02","1.555,98","530,59M","0,35%"
"17.08.1999","1.576,40","1.562,56","1.596,15","1.562,56","674,56M","1,05%"
"16.08.1999","1.560,07","1.568,90","1.570,21","1.546,84","507,95M","-0,75%"
"13.08.1999","1.571,90","1.581,23","1.591,49","1.569,30","461,69M","-0,24%"
"12.08.1999","1.575,64","1.583,51","1.594,89","1.566,71","510,96M","-0,49%"
"11.08.1999","1.583,40","1.598,02","1.607,68","1.574,71","645,79M","-1,17%"
"10.08.1999","1.602,15","1.622,97","1.623,03","1.597,22","915,89M","-1,64%"
"09.08.1999","1.628,84","1.650,28","1.651,63","1.624,72","1,05B","-1,08%"
"06.08.1999","1.646,59","1.655,31","1.656,59","1.601,84","1,43B","-0,42%"
"05.08.1999","1.653,54","1.654,53","1.658,69","1.641,86","1,12B","0,27%"
"04.08.1999","1.649,13","1.630,99","1.649,26","1.630,99","1,06B","1,37%"
"03.08.1999","1.626,84","1.622,30","1.626,91","1.609,12","953,64M","0,65%"
"02.08.1999","1.616,28","1.607,06","1.622,38","1.603,37","884,58M","0,93%"
"30.07.1999","1.601,46","1.599,94","1.605,27","1.587,34","689,91M","0,35%"
"29.07.1999","1.595,86","1.610,12","1.615,75","1.585,84","662,37M","-0,08%"
"28.07.1999","1.597,20","1.592,45","1.609,79","1.584,25","800,64M","0,41%"
"27.07.1999","1.590,71","1.605,37","1.607,05","1.580,82","855,37M","-0,71%"
"26.07.1999","1.602,03","1.592,41","1.607,07","1.587,38","875,92M","1,01%"
"23.07.1999","1.585,98","1.552,24","1.597,18","1.552,24","903,58M","2,27%"
"22.07.1999","1.550,73","1.606,86","1.606,86","1.548,49","1,16B","-3,67%"
"21.07.1999","1.609,81","1.586,88","1.626,95","1.573,70","1,54B","2,24%"
"20.07.1999","1.574,60","1.476,03","1.574,75","1.471,51","924,33M","6,46%"
"19.07.1999","1.479,08","1.500,45","1.509,99","1.473,23","741,42M","-2,68%"
"16.07.1999","1.519,74","1.547,46","1.547,61","1.512,78","802,31M","-1,91%"
"15.07.1999","1.549,34","1.565,04","1.567,83","1.545,07","802,94M","-0,65%"
"14.07.1999","1.559,52","1.526,98","1.559,66","1.526,22","856,23M","2,28%"
"13.07.1999","1.524,82","1.547,34","1.547,34","1.511,43","800,67M","-2,24%"
"12.07.1999","1.559,73","1.588,38","1.589,90","1.545,56","1,02B","-1,58%"
"09.07.1999","1.584,75","1.577,79","1.594,58","1.563,16","1,02B","0,43%"
"08.07.1999","1.577,99","1.579,14","1.591,13","1.560,43","1,05B","0,60%"
"07.07.1999","1.568,65","1.515,16","1.568,67","1.507,55","1,07B","3,39%"
"06.07.1999","1.517,25","1.568,83","1.580,23","1.504,37","1,12B","-4,08%"
"05.07.1999","1.581,82","1.627,25","1.630,38","1.573,73","1,52B","-1,97%"
"02.07.1999","1.613,53","1.570,56","1.620,54","1.532,44","1,88B","3,38%"
"01.07.1999","1.560,79","1.678,84","1.678,84","1.540,03","2,09B","-7,61%"
"30.06.1999","1.689,43","1.755,56","1.756,18","1.666,01","2,74B","-2,86%"
"29.06.1999","1.739,20","1.722,74","1.742,15","1.691,34","2,48B","2,72%"
"28.06.1999","1.693,16","1.606,28","1.693,16","1.606,28","2,35B","6,23%"
"25.06.1999","1.593,86","1.665,98","1.705,21","1.591,08","3,19B","-3,64%"
"24.06.1999","1.654,11","1.615,63","1.654,55","1.611,98","2,55B","2,96%"
"23.06.1999","1.606,50","1.571,27","1.606,50","1.566,63","2,21B","2,69%"
"22.06.1999","1.564,44","1.551,88","1.564,45","1.524,49","1,96B","1,17%"
"21.06.1999","1.546,41","1.506,83","1.546,61","1.503,40","2,09B","3,17%"
"18.06.1999","1.498,91","1.511,88","1.516,13","1.480,98","2,35B","-0,14%"
"17.06.1999","1.501,01","1.483,06","1.501,02","1.450,20","2,48B","2,80%"
"16.06.1999","1.460,17","1.402,35","1.460,17","1.402,30","1,88B","5,23%"
"15.06.1999","1.387,59","1.453,33","1.477,14","1.366,65","2,63B","-2,81%"
"14.06.1999","1.427,71","1.382,53","1.427,77","1.382,53","1,82B","4,18%"
"11.06.1999","1.370,39","1.364,58","1.376,78","1.359,28","1,44B","0,44%"
"10.06.1999","1.364,35","1.371,00","1.382,07","1.353,56","1,95B","1,17%"
"09.06.1999","1.348,61","1.334,85","1.350,14","1.323,99","1,28B","1,12%"
"08.06.1999","1.333,64","1.336,03","1.341,64","1.319,50","1,33B","0,54%"
"07.06.1999","1.326,52","1.287,46","1.326,61","1.285,15","1,23B","3,18%"
"04.06.1999","1.285,58","1.271,17","1.288,00","1.271,16","1,05B","1,36%"
"03.06.1999","1.268,32","1.280,48","1.286,91","1.259,01","1,22B","-1,52%"
"02.06.1999","1.287,93","1.319,83","1.330,28","1.287,01","1,70B","-1,80%"
"01.06.1999","1.311,59","1.283,30","1.311,60","1.276,12","1,39B","2,52%"
"31.05.1999","1.279,33","1.287,08","1.303,48","1.253,25","1,60B","0,17%"
"28.05.1999","1.277,15","1.291,96","1.294,64","1.260,71","1,60B","-0,46%"
"27.05.1999","1.283,02","1.247,32","1.283,03","1.247,32","1,71B","3,80%"
"26.05.1999","1.236,05","1.199,22","1.236,15","1.195,84","1,13B","2,76%"
"25.05.1999","1.202,88","1.223,13","1.244,84","1.198,07","1,56B","-0,89%"
"24.05.1999","1.213,65","1.173,13","1.215,22","1.164,89","1,39B","3,84%"
"21.05.1999","1.168,72","1.154,81","1.170,14","1.152,26","941,13M","1,83%"
"20.05.1999","1.147,71","1.114,66","1.147,73","1.113,32","737,58M","3,48%"
"19.05.1999","1.109,09","1.058,70","1.109,12","1.057,72","433,07M","4,64%"
"18.05.1999","1.059,87","1.066,52","1.075,65","1.058,39","230,57M","-0,53%"
"17.05.1999","1.065,56","1.057,48","1.072,17","1.047,83","253,50M","0,21%"
"14.05.1999","1.063,28","1.087,94","1.088,00","1.060,50","348,43M","-2,35%"
"13.05.1999","1.088,86","1.100,86","1.101,36","1.086,46","275,31M","-1,01%"
"12.05.1999","1.100,00","1.096,74","1.104,81","1.092,79","310,51M","0,42%"
"11.05.1999","1.095,40","1.072,04","1.095,41","1.072,04","310,70M","2,19%"
"10.05.1999","1.071,93","1.107,37","1.107,37","1.065,18","508,15M","-4,36%"
"07.05.1999","1.120,74","1.129,53","1.131,49","1.117,94","410,14M","-0,66%"
"06.05.1999","1.128,22","1.116,86","1.128,90","1.116,64","344,05M","1,01%"
"05.05.1999","1.116,93","1.110,94","1.116,96","1.105,35","279,54M","0,47%"
"04.05.1999","1.111,76","1.120,91","1.121,91","1.108,89","290,12M","-0,82%"
"30.04.1999","1.120,93","1.116,11","1.122,22","1.114,18","313,26M","0,41%"
"29.04.1999","1.116,40","1.091,06","1.116,42","1.090,56","382,26M","2,32%"
"28.04.1999","1.091,09","1.090,87","1.112,29","1.087,79","338,23M","-0,05%"
"27.04.1999","1.091,69","1.108,91","1.108,91","1.089,76","361,48M","-1,90%"
"26.04.1999","1.112,79","1.139,65","1.140,17","1.111,99","385,50M","-2,39%"
"23.04.1999","1.140,00","1.137,61","1.144,78","1.135,61","436,22M","0,25%"
"22.04.1999","1.137,16","1.137,91","1.140,90","1.110,65","549,50M","-0,60%"
"21.04.1999","1.144,07","1.171,95","1.173,53","1.143,05","478,65M","-2,35%"
"20.04.1999","1.171,60","1.160,05","1.171,60","1.159,56","439,41M","1,05%"
"19.04.1999","1.159,47","1.164,62","1.166,04","1.156,61","447,99M","-0,58%"
"16.04.1999","1.166,24","1.168,91","1.175,03","1.162,31","496,96M","-0,37%"
"15.04.1999","1.170,62","1.182,20","1.185,59","1.168,59","519,73M","-0,92%"
"14.04.1999","1.181,52","1.176,77","1.184,18","1.174,27","430,04M","0,28%"
"13.04.1999","1.178,19","1.192,15","1.193,33","1.174,13","578,87M","-1,43%"
"12.04.1999","1.195,34","1.205,32","1.205,68","1.193,66","808,78M","-0,81%"
"09.04.1999","1.205,14","1.203,44","1.210,10","1.196,74","756,87M","0,22%"
"08.04.1999","1.202,47","1.203,02","1.205,41","1.192,46","593,75M","0,07%"
"07.04.1999","1.201,63","1.200,22","1.202,32","1.193,73","678,91M","0,17%"
"06.04.1999","1.199,60","1.195,95","1.199,84","1.191,58","535,55M","0,43%"
"05.04.1999","1.194,47","1.188,93","1.194,51","1.187,06","665,92M","0,85%"
"02.04.1999","1.184,40","1.170,76","1.184,43","1.170,31","616,62M","1,36%"
"01.04.1999","1.168,50","1.158,68","1.168,53","1.158,44","505,11M","0,90%"
"31.03.1999","1.158,05","1.156,37","1.159,53","1.150,82","364,57M","0,05%"
"30.03.1999","1.157,51","1.171,13","1.173,66","1.156,05","384,32M","-1,02%"
"29.03.1999","1.169,49","1.160,58","1.169,50","1.158,09","416,83M","0,72%"
"26.03.1999","1.161,12","1.155,35","1.162,42","1.154,94","363,97M","0,37%"
"25.03.1999","1.156,85","1.167,86","1.167,88","1.155,01","403,25M","-1,04%"
"24.03.1999","1.169,03","1.171,30","1.177,34","1.167,10","407,19M","-0,16%"
"23.03.1999","1.170,95","1.172,98","1.174,48","1.163,28","422,71M","-0,15%"
"22.03.1999","1.172,74","1.175,67","1.179,65","1.168,34","616,66M","-0,02%"
"19.03.1999","1.172,92","1.150,61","1.172,92","1.150,34","561,79M","1,82%"
"18.03.1999","1.151,99","1.155,27","1.160,68","1.147,57","417,03M","-0,61%"
"17.03.1999","1.159,10","1.167,72","1.173,04","1.158,59","566,69M","-0,67%"
"16.03.1999","1.166,93","1.164,79","1.166,96","1.155,93","448,62M","0,20%"
"15.03.1999","1.164,64","1.161,49","1.169,70","1.159,14","561,28M","0,51%"
"12.03.1999","1.158,70","1.151,99","1.158,71","1.148,66","534,84M","0,76%"
"11.03.1999","1.149,92","1.133,29","1.153,84","1.133,15","446,08M","1,52%"
"10.03.1999","1.132,74","1.136,02","1.136,08","1.127,17","342,93M","-0,37%"
"09.03.1999","1.136,94","1.143,10","1.145,71","1.135,37","417,57M","-0,45%"
"08.03.1999","1.142,11","1.133,51","1.142,15","1.128,39","353,52M","0,86%"
"05.03.1999","1.132,36","1.128,62","1.137,96","1.124,09","357,57M","0,30%"
"04.03.1999","1.128,95","1.130,34","1.133,73","1.120,71","356,27M","0,02%"
"03.03.1999","1.128,74","1.101,13","1.128,78","1.101,07","380,37M","2,53%"
"02.03.1999","1.100,92","1.098,29","1.103,25","1.090,04","241,75M","0,27%"
"01.03.1999","1.097,97","1.092,14","1.098,36","1.084,16","181,96M","0,72%"
"09.02.1999","1.090,09","1.065,91","1.090,17","1.065,91","205,28M","2,28%"
"08.02.1999","1.065,82","1.076,82","1.082,46","1.064,17","212,68M","-1,44%"
"05.02.1999","1.081,44","1.101,48","1.101,48","1.079,22","238,16M","-2,00%"
"04.02.1999","1.103,50","1.114,65","1.114,69","1.102,49","228,96M","-1,20%"
"03.02.1999","1.116,87","1.126,84","1.127,27","1.115,13","232,21M","-0,85%"
"02.02.1999","1.126,40","1.119,78","1.126,41","1.114,79","228,44M","0,52%"
"01.02.1999","1.120,53","1.131,65","1.131,66","1.118,55","268,87M","-1,25%"
"29.01.1999","1.134,67","1.139,84","1.140,12","1.130,33","299,32M","-0,55%"
"28.01.1999","1.140,97","1.147,87","1.150,58","1.137,12","357,47M","-0,48%"
"27.01.1999","1.146,49","1.137,69","1.146,50","1.134,13","281,87M","0,73%"
"26.01.1999","1.138,21","1.145,07","1.146,12","1.132,95","271,61M","-0,86%"
"25.01.1999","1.148,12","1.161,98","1.162,44","1.146,97","326,25M","-1,22%"
"22.01.1999","1.162,35","1.159,92","1.168,18","1.157,15","374,85M","0,33%"
"21.01.1999","1.158,50","1.150,30","1.158,51","1.145,30","272,71M","0,62%"
"20.01.1999","1.151,37","1.159,03","1.162,97","1.148,81","255,59M","-0,62%"
"19.01.1999","1.158,55","1.154,16","1.160,26","1.149,37","348,57M","0,47%"
"18.01.1999","1.153,12","1.135,09","1.153,42","1.126,71","331,69M","1,39%"
"15.01.1999","1.137,31","1.149,78","1.150,67","1.136,30","314,33M","-0,99%"
"14.01.1999","1.148,65","1.145,90","1.153,10","1.142,35","236,11M","0,04%"
"13.01.1999","1.148,15","1.153,29","1.159,94","1.144,45","297,47M","-0,93%"
"12.01.1999","1.158,87","1.171,74","1.171,87","1.158,30","304,48M","-1,19%"
"11.01.1999","1.172,81","1.169,91","1.174,43","1.158,54","269,81M","0,34%"
"08.01.1999","1.168,81","1.138,77","1.168,84","1.138,77","317,30M","2,73%"
"07.01.1999","1.137,73","1.133,16","1.140,48","1.125,67","230,45M","0,45%"
"06.01.1999","1.132,59","1.120,67","1.137,21","1.120,40","203,51M","1,13%"
"05.01.1999","1.119,96","1.123,70","1.123,70","1.104,50","165,60M","-0,52%"
"04.01.1999","1.125,82","1.144,89","1.144,89","1.124,21","122,04M","-1,82%"
"31.12.1998","1.146,70","1.149,83","1.153,15","1.140,36","164,46M","-0,14%"
"30.12.1998","1.148,26","1.141,88","1.151,72","1.125,56","240,05M","0,48%"
"29.12.1998","1.142,73","1.157,48","1.157,57","1.139,99","209,57M","-1,48%"
"28.12.1998","1.159,94","1.175,63","1.179,00","1.157,70","198,86M","-1,19%"
"25.12.1998","1.173,91","1.169,60","1.178,92","1.169,54","189,98M","0,42%"
"24.12.1998","1.168,98","1.171,71","1.171,71","1.161,85","214,19M","-0,30%"
"23.12.1998","1.172,51","1.186,98","1.187,91","1.170,16","213,81M","-1,13%"
"22.12.1998","1.185,97","1.155,63","1.185,98","1.155,62","262,87M","2,73%"
"21.12.1998","1.154,43","1.153,66","1.163,24","1.150,39","178,05M","-0,13%"
"18.12.1998","1.155,92","1.155,75","1.167,64","1.150,72","223,81M","-0,36%"
"17.12.1998","1.160,09","1.180,17","1.180,17","1.158,51","259,99M","-1,94%"
"16.12.1998","1.183,06","1.194,94","1.195,55","1.180,86","180,76M","-0,99%"
"15.12.1998","1.194,84","1.193,64","1.194,89","1.173,92","234,68M","-0,12%"
"14.12.1998","1.196,30","1.214,60","1.214,67","1.194,66","209,27M","-1,48%"
"11.12.1998","1.214,21","1.201,85","1.214,24","1.194,07","238,37M","0,80%"
"10.12.1998","1.204,63","1.224,15","1.224,92","1.203,07","257,41M","-1,59%"
"09.12.1998","1.224,09","1.224,36","1.225,99","1.219,01","202,81M","0,07%"
"08.12.1998","1.223,26","1.209,84","1.223,34","1.209,81","220,36M","1,13%"
"07.12.1998","1.209,54","1.234,76","1.237,69","1.207,76","250,50M","-0,79%"
"04.12.1998","1.219,20","1.232,43","1.234,63","1.213,56","300,96M","-1,08%"
"03.12.1998","1.232,51","1.238,29","1.239,26","1.229,85","299,24M","-0,36%"
"02.12.1998","1.236,97","1.233,16","1.236,97","1.222,64","269,42M","0,21%"
"01.12.1998","1.234,36","1.249,01","1.251,87","1.232,00","278,80M","-1,05%"
"30.11.1998","1.247,42","1.244,92","1.247,42","1.238,13","291,27M","0,19%"
"27.11.1998","1.245,08","1.252,37","1.259,04","1.242,57","330,90M","-0,62%"
"26.11.1998","1.252,82","1.260,08","1.262,78","1.247,84","354,39M","-0,87%"
"25.11.1998","1.263,85","1.280,27","1.283,96","1.262,23","340,74M","-1,18%"
"24.11.1998","1.278,92","1.274,45","1.282,93","1.274,41","359,53M","0,40%"
"23.11.1998","1.273,79","1.275,90","1.278,09","1.269,10","383,60M","-0,12%"
"20.11.1998","1.275,37","1.272,66","1.279,38","1.271,65","391,15M","-0,02%"
"19.11.1998","1.275,61","1.283,96","1.284,14","1.274,09","413,76M","-0,77%"
"18.11.1998","1.285,50","1.291,00","1.292,93","1.281,60","452,82M","-0,40%"
"17.11.1998","1.290,60","1.296,63","1.300,15","1.285,02","482,73M","-0,24%"
"16.11.1998","1.293,74","1.284,34","1.293,76","1.281,60","500,34M","0,88%"
"13.11.1998","1.282,51","1.281,99","1.285,92","1.271,32","475,06M","-0,04%"
"12.11.1998","1.282,99","1.286,56","1.295,06","1.278,94","573,59M","-0,25%"
"11.11.1998","1.286,20","1.287,42","1.288,35","1.278,47","560,50M","-0,03%"
"10.11.1998","1.286,56","1.283,92","1.288,74","1.275,19","608,11M","0,27%"
"09.11.1998","1.283,12","1.263,96","1.283,12","1.263,96","671,80M","1,85%"
"06.11.1998","1.259,77","1.258,69","1.267,39","1.257,17","744,93M","0,52%"
"05.11.1998","1.253,28","1.237,54","1.253,31","1.237,51","558,41M","1,41%"
"04.11.1998","1.235,80","1.239,50","1.240,70","1.232,78","420,03M","-0,09%"
"03.11.1998","1.236,87","1.225,26","1.236,96","1.225,22","415,03M","1,09%"
"02.11.1998","1.223,48","1.217,34","1.223,53","1.210,85","381,39M","0,51%"
"30.10.1998","1.217,32","1.216,01","1.225,64","1.215,45","416,43M","0,05%"
"29.10.1998","1.216,76","1.226,92","1.229,74","1.214,92","396,99M","-0,75%"
"28.10.1998","1.225,93","1.218,50","1.226,11","1.217,23","459,21M","0,75%"
"27.10.1998","1.216,79","1.207,20","1.218,45","1.204,73","451,00M","0,71%"
"26.10.1998","1.208,27","1.215,56","1.215,56","1.195,24","571,50M","-0,75%"
"23.10.1998","1.217,43","1.217,13","1.230,83","1.215,47","539,84M","0,11%"
"22.10.1998","1.216,09","1.202,21","1.216,17","1.191,56","522,09M","0,68%"
"21.10.1998","1.207,83","1.243,54","1.243,60","1.206,12","586,58M","-2,88%"
"20.10.1998","1.243,64","1.248,23","1.251,43","1.238,30","407,44M","-0,21%"
"19.10.1998","1.246,24","1.255,05","1.256,76","1.240,45","479,45M","-0,38%"
"16.10.1998","1.250,97","1.259,14","1.263,71","1.249,93","606,03M","-0,31%"
"15.10.1998","1.254,81","1.243,19","1.254,84","1.241,26","515,48M","1,15%"
"14.10.1998","1.240,60","1.243,71","1.247,66","1.234,07","413,19M","-0,28%"
"13.10.1998","1.244,07","1.250,68","1.257,35","1.239,77","603,81M","-0,25%"
"12.10.1998","1.247,15","1.239,57","1.247,24","1.227,86","610,75M","0,83%"
"09.10.1998","1.236,93","1.231,94","1.241,05","1.229,85","539,30M","0,67%"
"08.10.1998","1.228,71","1.215,95","1.228,73","1.215,87","392,98M","1,23%"
"07.10.1998","1.213,79","1.214,36","1.219,10","1.207,93","374,79M","-0,30%"
"06.10.1998","1.217,46","1.234,14","1.237,84","1.214,83","353,11M","-1,40%"
"05.10.1998","1.234,78","1.245,74","1.246,60","1.231,40","347,15M","-0,65%"
"30.09.1998","1.242,90","1.233,59","1.242,94","1.233,43","397,27M","0,91%"
"29.09.1998","1.231,75","1.231,90","1.239,11","1.226,84","459,07M","0,13%"
"28.09.1998","1.230,21","1.224,27","1.239,80","1.217,65","567,83M","0,71%"
"25.09.1998","1.221,58","1.194,31","1.221,58","1.192,08","417,66M","1,88%"
"24.09.1998","1.199,06","1.231,05","1.232,28","1.196,92","531,02M","-2,50%"
"23.09.1998","1.229,86","1.223,99","1.233,79","1.222,36","413,05M","0,59%"
"22.09.1998","1.222,63","1.224,39","1.229,62","1.214,02","424,68M","0,02%"
"21.09.1998","1.222,38","1.199,17","1.222,38","1.193,82","455,53M","1,27%"
"18.09.1998","1.207,00","1.227,56","1.233,40","1.199,58","690,96M","-2,16%"
"17.09.1998","1.233,70","1.257,38","1.264,40","1.226,72","901,25M","-1,47%"
"16.09.1998","1.252,14","1.226,90","1.252,20","1.225,29","692,25M","1,79%"
"15.09.1998","1.230,13","1.240,94","1.245,42","1.228,88","655,26M","-0,76%"
"14.09.1998","1.239,61","1.219,32","1.239,77","1.214,44","702,16M","1,77%"
"11.09.1998","1.218,01","1.214,83","1.225,14","1.206,61","624,03M","0,36%"
"10.09.1998","1.213,67","1.194,88","1.219,80","1.194,12","694,60M","1,93%"
"09.09.1998","1.190,68","1.165,66","1.190,74","1.162,47","496,37M","1,98%"
"08.09.1998","1.167,60","1.181,07","1.185,10","1.166,66","370,10M","-0,91%"
"07.09.1998","1.178,38","1.168,37","1.178,38","1.163,20","367,58M","1,28%"
"04.09.1998","1.163,53","1.148,95","1.169,47","1.148,94","384,62M","1,42%"
"03.09.1998","1.147,20","1.136,44","1.151,01","1.136,14","255,23M","0,91%"
"02.09.1998","1.136,89","1.137,31","1.149,27","1.129,81","281,14M","-0,54%"
"01.09.1998","1.143,12","1.142,50","1.163,17","1.123,63","422,79M","-0,62%"
"31.08.1998","1.150,22","1.117,97","1.150,23","1.072,42","355,37M","1,81%"
"28.08.1998","1.129,72","1.139,82","1.146,51","1.125,20","301,14M","-1,35%"
"27.08.1998","1.145,22","1.152,36","1.154,69","1.142,17","311,97M","-1,30%"
"26.08.1998","1.160,29","1.174,85","1.182,33","1.159,52","375,36M","-1,59%"
"25.08.1998","1.179,07","1.174,41","1.179,11","1.159,39","458,51M","0,04%"
"24.08.1998","1.178,55","1.178,55","1.190,88","1.166,14","493,72M","0,08%"
"21.08.1998","1.177,62","1.149,62","1.178,74","1.141,51","487,23M","2,41%"
"20.08.1998","1.149,91","1.128,75","1.149,96","1.113,86","442,51M","2,12%"
"19.08.1998","1.126,08","1.072,74","1.126,08","1.072,72","419,54M","5,11%"
"18.08.1998","1.071,30","1.054,18","1.094,38","1.043,02","371,52M","0,08%"
"17.08.1998","1.070,41","1.152,67","1.152,67","1.068,66","374,91M","-8,36%"
"14.08.1998","1.168,03","1.202,38","1.202,38","1.165,87","356,96M","-3,00%"
"13.08.1998","1.204,18","1.193,37","1.205,86","1.185,57","330,38M","1,14%"
"12.08.1998","1.190,55","1.204,36","1.207,72","1.158,79","392,79M","-1,42%"
"11.08.1998","1.207,67","1.230,38","1.241,78","1.206,63","273,49M","-2,18%"
"10.08.1998","1.234,58","1.262,01","1.262,03","1.227,47","322,62M","-2,87%"
"07.08.1998","1.271,07","1.292,08","1.292,31","1.267,92","396,10M","-1,78%"
"06.08.1998","1.294,16","1.310,30","1.312,60","1.292,39","301,67M","-1,02%"
"05.08.1998","1.307,44","1.293,70","1.307,48","1.293,12","284,39M","1,08%"
"04.08.1998","1.293,46","1.299,73","1.299,73","1.283,20","284,23M","-0,66%"
"03.08.1998","1.302,10","1.315,13","1.315,47","1.299,93","311,24M","-1,13%"
"31.07.1998","1.316,92","1.316,31","1.319,36","1.312,38","327,40M","0,12%"
